text,label,önem derecesi
Pursaklar Belediyesi Yunus Emre Mah Piri Sok Yunus Emre Mahallesi Piri Sokak su askısının oradan mahalle olarak çok şikayetçiyiz. Çok karanlık ve ipini koparan orada her gün böyle ışıklandırma yapılsın istiyoruz. Çok karanlık ve ürkütücü her gün polisi aramaktan bıktık her pislik orada bir çaresine bakılsın lütfen.,Altyapı ve İmar,2
Pursaklar Belediyesi Düzenli İlaçlama Yapılmıyor Sinek ve böcek ilaçlaması yapılmıyor. Her yer sinek büyükşehir belediyesine topu atıyorlar fakat onlarda bir kere yapıp gidiyor düzenli yapılması lazım yazın balkon cam açmak imkansız görmediğimiz türden böcekler balkonlara doluyor düzenli ilaçlama yapılmıyor. Gerçekten sorumsuzluk diz boyu ne zaman düzenli ilaçlama yapılacak bilinmiyor,Çevre ve Temizlik,3
Pursaklar Belediyesi Spor Kursları Kiyafet Ücretleri Pursaklar belediyespor futbol ve jimnastik kursuna çocuklarımı götürüyorum. Kurs ücretleri normal 200 TL ama kıyafet ücretleri neden bu kadar pahalı? 350 TL futbol 200 TL jimnastik kıyafetine ücret verdik ve almak mecburi dediler. Yani yaz kursu sonuçta uzun sure gidecekleri de muamma kıyafeti zorunlu kılmak ne kadar doğru?,Belediye Hizmetleri,3
Pursaklar Belediyesi Saray Yüzme Havuzu Kötü Yönetim Pursaklar yüzme havuzuna uzun zamandır çocuğumu götürüyordum ancak yaz döneminde gelen her çocuğu kaydederek pislikten giden kötü bir ortam oluşturulmuş. Metrekareye 1 insan düşecek şekilde doldurulmuş resmen. İnsana saygı duyan yok. Kural koyan ve uyanda yok. Çok talep var ne yapalım gibi bir bahane duymayız umarım çünkü çocuklar üst üste yüzebilen de yok.,Belediye Hizmetleri,3
Pursaklar Belediyesi Kurban Sonrası Koku Sirkeli yeşil ova Mahallesi her kurban bayramında bu çileyi yaşıyor. Çöp konteynerine atılan kurban atıkları bütün mahalleyi dayanılmaz bir kokuya sebep oluyor. Pursaklar belediyesinin temizlik işleri mavi masa operatör dahil hiçbir telefonuna bağlanmak mümkün değil. Sorunumuz telefonlarımıza bağlanılmazsa nasıl çözülecek. Bu kokuya dayanmak zorunda mıyız. Sıkıntımızın en kısa zamanda çözülmesini istiyoruz. İyi bayramlar,Çevre ve Temizlik,1
Pursaklar Belediyesi Böcek Ve İlaçlanma Ben Pursaklar saraydan yazıyorum hem kurbandan dolayı hem de ağaçlar ilaçlanmadığı için her yerde böceklerle uğraşıyoruz malum yaz olduğu için camlar açık olmak zorunda yoksa bu seferde evde pişme durumuna geliyoruz ama açık olunca da ne gündüz ne de geceleri böcekler rahat bırakmıyor özelliklerde geceleri bittik artık bir ilaçlanma artık ne yapılması gerekiyorsa yapılmasını istiyorum.,Çevre ve Temizlik,2
Pursaklar Belediyesi İnternetten Vergi Hata Veriyor Operatör Telefon Bakmıyor İnternetten ev vergisi öderken ödeme sonunda hata veriyor ve sonra tekrar denedim yine hata dedi ama sonra hesabımı kontrol ettim 2 kere çekti. Belediyeyi aradım telefonu operatör olarak güvenlik bakıyor o da anlamıyor banka parayı iade etmiyor belediye telefona bakmıyor vallahi 20 dakika da operatör bağlandım.,Belediye Hizmetleri,3
"Pursaklar Belediyesi Ankara/Pursaklar/Fatih Mahallesi Elektrik Sorunu Ankara/Pursaklar/Fatih Mahallesinde yaşayan birisi olarak, yıllardır bitmek bilmeyen bir elektrik sıkıntısından muzdaribim. Kaçıncı yüzyıldayız tam olarak? Çünkü böyle bir sorun sadece Fatih Mahallesinde gerçekleşiyor ve bu durum yıllardır böyle. Eğer planlanmış bir kesinti ise, kesintinin duyurusu yapılmalı ki insanlar da ona göre hareket etsin. Çünkü araştırdığıma göre bu kesintilerin hiçbir duyurusu yapılmamakta. Eğer bir arıza sonucu birden oluşuyor ise de sizin belediye olarak bu soruna bir el atmanız gerekiyor çünkü bu durum uzun zamandır böyle. Ayrıca bu kesintilerin uzunluğu 20-30dk arası değişkenlik gösterebiliyor, Ankara gibi bir şehirde hala böyle bir sıkıntının çekilmesi üzücü. Bu sorunun tamamen sizin sorumsuzluğunuz olduğunu düşünüyorum ve bu durumdan artık bıkmış biri olarak bu soruna kökten bir çözüm getirmenizi diliyorum.",Altyapı ve İmar,2
Pursaklar Belediyesi Park Görevlisi Sorumsuzluğu Sabah saat erken yürüyüşe çıkıyoruz eşimle. Saat 7.30 da yürüyüş parkına gitti eşim göçmenler ilkokulun karşısında mezarlığın üzerindeki Park ta yürüyüş yaparken görevli bekçi sulama çeşmelerini açıp yürüyüş yerine yakın yere sabitlemiş uyarmasına rağmen diğer fiskiye de açmış yürüyememiş eşim üzeri ıslanmış telefon ıslanmış kardeşim bu işi ya sabah erkenden yap beşte yap ya da gece Sula kaldı ki zaten geceleri kaç gündür yağmurlu hava sulamaya bile gerek yoktu insanlara inat yapmaya devam etmiş yürüyememiş ve başka parka gitmiş anlamadığım konu bu kadar insanlara saygısız olacak kadar cesareti nereden alıyor. Orası yürüyüş parkı insanlar yürümeye gidiyor neden denetleme yapılmıyor. anlamadım. Çok sinir bozucu bir durum yetkili arkadaşların bu konuyla ilgilenmesi ni istiyorum. Bir görevlinin zevkine göre ya da keyfine parkta yürüyüş mü yapacağız anlamadım.,Belediye Hizmetleri,1
Pursaklar Belediyesi Yüzme Havuzu Ders Ücretleri İle İlgili Pursaklar sarayda oturuyorum. 2 çocuğum saray yüzme havuzuna yüzme öğrenmek için 8 saat ders almak için 350 biri 350 biri toplam 700 TL ödüyorum Arkadaşım Abidinpaşa'da oturuyor oda 8 saat yüzme dersine 200+200 toplam 400 TL ücret ödüyorlarmış. Bizim saraydaki yüzme havuzun ücretleri ders için söylüyorum neden bu kadar fark var?,Belediye Hizmetleri,1
Pursaklar Belediyesi Gürültü Ramazan Ayında! Pursaklar' da Osman bey caddesinde gündüzleri ne işe yarıyor da gece çalışma yapıyorlar. Mübarek ramazan günü gece uykusunu bize haram ediyorlar. Kepçe çalışıyor geceleri mahallemizde. Bunları denetleyen yok mu adamlar vurdumduymaz şekilde çalışıyor gece yarısı gündüz kimse yok. Gece karanlıkta çalışma yapıyorlar gece yapılan işten ne hayır gelir. Bir de bu kadar rahatsızlık neden verilir insanlara?,Altyapı ve İmar,2
Pursaklar Belediyesi Yol Lardaki Çöküntü Ankara Pursaklar ilçesi sirkeli Yeşilyurt Mahallesi 5. Caddede kanalizasyon çalışması sonunda dolgular gelişigüzel yapıldığı için yer yer çökmeler meydana gelmiş can ve mal güvenliği için tehlike oluşturmaktadır. Acilen dolguların yapılmasını beklemekteyiz.,Altyapı ve İmar,3
"Pursaklar Belediyesi Çöp Toplanmaması, 3 Kez Uyarmam Ve Son Durum Evde Çöp Birikiyor Pursaklar sirkeli Yeşilyurt Mahallesi 10 cadde ** numaralı yapı ruhsatlı müstakil konutta ikamet etmekteyim söz konusu çöp toplama sorunumuz 2 3 ayda rutin olarak devam etmektedir. Bu ay 3 haftadır çöp arabası kasıtlı olarak buradan geçmediğini düşünmeye başladım. Çöplerimiz birikti evde topluyoruz sokak çöp parçaları ile dolu. Defalarca uyarı yapılınca mı gelinecek burası hobi bahçesi değil ikamete kayıtlı olan yapı ruhsatlı 5 kişilik ailenin engelli bireyin olduğu konuttur sürekli uyarmaktan bıktım artık CİMER'e başvurumu yapacağım başvurumun üzerinden 2 gün geçti bir kere aramışlar. Dün sabah ben 3 gündür yetkiliye dönüş yapamıyorum. İlk başvurumda aradığımda da ulaşamadım. Başvuru numaram 37025 lütfen arayarak iş yapmayın rutin şekilde gelin çöpü toplayın her böyle durumda başvuru yapıp şikayet etmek istemiyorum sizin de mazeretlerinizi duymak istemiyorum.",Çevre ve Temizlik,1
"Pursaklar Belediyesi Candan KuyumculukSahibinin Üslubu"" Esnafın üslubunun çirkinliği. Pursaklar'da görev yapan bir öğretmenim. Meydan Park AVM açılışı anında Candan Kuyumculukönünde durduk diye esnaftan azar işittim. Oldukça kaba bir üslupla belediyeye ait kaldırımda durmamız gerektiği konusunda sert sözlerle beni uyardı. Savcılık olayıyla uğraşmak istemediğim için en azından buradan şikayetimi belirtmek istedim. Kadınlara karşı biraz kibar olun bıktık kabalığınızdan...""",Belediye Hizmetleri,3
Pursaklar Belediyesi Aile Yaşam Merkezi Personelinin Tavrı! Ankara Pursaklar'daki aile yaşam kültür merkezindeki kütüphanede görevli olarak çalışan abla (kapalı gözlüklü) davranışları ve buradaki insanlara karşı tutumu hiç hoş değil. Yaklaşık 5 aydır buraya geliyoruz ve her gün aynı şekilde karşılaşıyoruz. Bu görevli ablanın acil değişmesi gerektiğini düşünüyoruz. Bir çözüm bulunsun.,Belediye Hizmetleri,3
"Pursaklar Belediyesi Sesten Gürültüden Ve Görüntüden Çok Rahatsızlık Duyuyoruz... Biz Saray Fatih Mahallesi, Fatih Sultan Mehmet cad. No:**de ikamet ediyoruz. Yaz aylarında binanın giriş kısmındaki iş yerine, Oto Yıkama olarak esnaf geldi ilk başlarda sorun yoktu sadece yıkama pasta cila vs yapıldığı için pek rahatsız olmuyorduk. Taki sonbahar geldi Oto Yıkama adı altında açılan yer, Oto Tamir, Bakım, Onarım - Oto Yıkama Kuaför - Oto Jant Lastik tamir vs. Olunca işler çığırından çıktı. Binamızın giriş kısmındaki araç oto parkı tamamen felç önündeki cadde ona keza aynı. Ne çocuklarımızı çıkartıp yavru kedileri sevdirip oyun oynatabiliyoruz ne balkonların camlarını açabiliyoruz. Binanın ön kısmı sanayi gibi simsiyah yağ lekeleri. Kompresör sesi zaten başlı başına bir sorun. Yani ilk 2 kattakilerin Allah yardımcısı olsun. Binek arabaları geçtik magirus dolmuşa dek motor sökülüp yapılıyor 1 hafta 10 gün ön tarafı komple kapatıyor. Daha sonra Yıkama için gelenler bazen oluyor düğün yeri gibi Eşlerimiz annelerimiz kız kardeşlerimiz ablalarımız kız çocuklarımız genç kızlarımız cama dahi çıkamıyorlar. Ses sisteminden son ses konser veriliyor bazen oluyor çılgınca egzoza bozlak çaldırıp oturduğumuz koltuktan sıçratıyorlar egzoz patlatıp savaş mı çıktı diye korktuğumuzda oluyor sık sık gördüğüm duyduğum şeyler bunlardır. Kimsenin günahını almıyorum, almakta istemem. Sitenin çocuk parkı olmadığı için çocuklarımızı günde 2-3 saatte olsa çıkartıp hava aldırıyor ön bahçe olan kısımda kedi yavruları ile zaman geçiriyorduk. Şu an artık çocuklar Eve Hapis oldular sağ olsunlar tamirci esnaflardan. Biz bu durumdan çok aşırı rahatsız oluyoruz bu yapılanların yerleşim yerinde değil Organize sanayilerde yapılması doğrusu. Oto galerilerin bile izin verilmediği bir dönemde böyle bir şey görmek hayrete düşürüyor bizi. Gerekli Yerlerden, Yetkili Mercinize şikayet duyurusunda bulunuyorum. CİMER'ede aynı şekilde ileteceğim gerekirse.",Altyapı ve İmar,2
Pursaklar Belediyesi Çözülemeyen Yol Sorunu Pursaklar Belediyesi ve Ankara büyükşehir Belediyesi açılan yolun stabilize bir şekilde asfalt dökülmesini istiyoruz. Kışın küreme araçları ya da yazın köyün traktörleri geçtiğinde delik deşik olmasından kaynaklı her sene yakın parsellerden ücret toplanarak yolun kepçe yardımıyla düzeltilmesi için para toplanıp binek araç geçecek hale getirmeye çalışıyoruz 3 senedir aynı sorun devam ediyor. Fen işleri ve muhtarlarla da görüştüğümüz de bu sorunla karşı karşıya kalıyoruz. Asfalt da beklemiyoruz asfalt kırığı bile yeterli yeter ki yapılan iş boşa gitmesin ve kalıcı çözüm istiyoruz. Açık adres:sirkeli Yeşilova Mah Kazım Karabekir Cad sonu asfaltın bittiği yerdir,Ulaşım ve Trafik,2
Pursaklar Belediyesi Sirkeli Yeşilyurt Mh 5. Caddesi Şikayeti Sirkeli Yeşilyurt Mahallesi 5. Caddede kanalizasyon inşaatı tamamlandı 6 aydan beri malzeme dökülüp yol düzeltilmedi. Arabamızla bata çıka zor gidiyoruz asfalt istemiyoruz malzeme dökülüp tesviye edilsin yeter. Kanalizasyon bacalarının çevresi çökmüş ilginizi bekliyoruz.,Altyapı ve İmar,3
"Pursaklar Belediyesi Belediyenin Kütüphanesindeki Sıkıntılar Klima Bozulmasının Acil Tamiri Pursaklar Belediyesi aile yaşamdaki kütüphanelerde klimanın bozuk olması, çok sıcak oluyor olması ve şehir araştırmaları kütüphanesinde klima olmamasından dolayı çok muzdaribiz. Evlerimizde ortam olmadığı için erken saatlerde gelip çalışmaya çalışıyoruz lakin çok sıcak, havasız ve yerler çok dolu oluyor, klimanın acilen yaptırılmasını talep ediyoruz hem de çok acil!",Belediye Hizmetleri,3
Pursaklar Belediyesi İstinat Duvarı Su Alıyor Ve Çıkan Suyun Ne Olduğu Belli Değil Mimar Sinan Mahallesi 7 Cadde Ankara binanın istinat duvarının altından su geliyor bu Suyun ne olduğu belli değil üst binanın gider suyu mu başka bir sonu belli olmadığından üstü açık duruyor ve burada çocuklar oynuyor insanlar giriş yapıyor bina yönetimi ilgilenmiyor acaba o su nedeniyle istinat duvarı yıkılır mı bir inceleme yapılması insan sağlığına uygun mu tespit eden yok.,Altyapı ve İmar,3
Pursaklar Belediyesi Köpeklerin Uzaklaştırılması Pursaklar Belediyesi'ni defalarca aramama rağmen köpekleri buradan uzaklaştıramadılar çocuklarım ve eşim ve ben ise gidip gelirken çok korkuyoruz aşırı köpek var gereğinin yapılmasını istiyorum. (Pursaklar Belediyesi çöp aracı benim garaj önünde dönerken garaj korkuluklarını devirdi belediye bilgi vermeme rağmen hiçbir işlem yapılmadı. Mağduriyetimin giderilmesini istiyorum arz ederim.,Sokak Hayvanları Tehditi,3
Pursaklar Belediyesi Nikah Salonu Değişikliği Fark Ödemesi Pursaklar belediyesinde nikah akdimizi gerçekleştirdik. Nikah tarihinden de 3 ay öncesinde halledelim uygun olmaz cumartesi günü düşünüyoruz diye neyse esim ilk basta büyük salonu istedi. Saray muhitindeki bizde oranın ödemesini yaptık. 600 lerde bir ödeme fotoğrafçısı falanda vardı Sonrasında nikah tarihi yaklaşınca vazgeçtik paraya ihtiyacımız vardı misafirlerimiz azdı biz de küçük belediyenin altındaki salonu tercih ettik arada 260 TL gibi bir ücret farkı var belediye ile anlaştık nikah tarihinde sonra esimin adına hesabına yatacak hesap bilgilerini falan Pursaklar Belediyesi malı hizmetler bolumu ve nikah işlemleri departmanlarıyla paylaştık Nikah in üstünden 2 ay geçti CİMER'i 150 i aradık mailler destekler vs her yolu denedik iletisim ve istekler için ama hala dönüş yapılmadı. Pursaklar belediyesinin hem nikah işlemleri için bu kadar uğraştırıp hem de is ödeme ye geldiğinde hiç çabalamamasından şikayetçiyim. Bu insanlar altlarındaki makam koltuklarının tesiri altında yaptıkları vatani ve kamu görevini boşuna sayarak sadece emeklilik günlerini doldurmak için bir araya geliyorlar bu kadar ilgisiz bir belediyecilik anlayışı olamaz.,Belediye Hizmetleri,3
Pursaklar Belediyesi Çöp Konteynerları Temizliği Ve Değişimi Altınova Mahallesi demirkaya sokak taki çöpler hiç temizlenmiyor. Ayrıca bütün mahalledeki çöp konteynerları değişti. Bizimki değişmedi. Artık kokudan oturamaz olduk. Altınova da Pursaklar'ın bir Mahallesi burası. Gözardı edilmemeli. Lütfen gereği yapılsın bura ile de ilgilenilirse seviniriz.,Çevre ve Temizlik,3
Pursaklar Belediyesi Unutulmuş Uzayan Sokak Mimar Sinan Mahallesi Pursaklar Mimar Sinan Mahallesi İstikbal sokakta yaza doğru yolun orta bölümünde olan toprak bölmesinde ağaç ekildi az buçuk ayrıca uzun saplı bir şeyler daha ekildi. Fakat yaz geldi gel gör ki hepsi otluk daha fazla ağaç ekilsin. Resmen unutmuş belediye.,Altyapı ve İmar,2
"Pursaklar Belediyesi Dernek Adı Altında Haksızlık! Dernek adı altında ticarethane 2kızımı havuza yazdırmak istedim el broşürlerinde öğrenci 100 TL yazıyor müşteri çekmek adına neyse yerlerine gidiyorsun yazdırmaya 250 diyorlar 2 çocuk 500 TL çocuklar heves etmiş mecbur yazdırıyorsun. Saatlerini mesaj atacağız diyorlar 1 hafta sonra gelen mesajda 8:30 yazıyor 20dakika önce hazır bulunmaları gerekiyor yazıyor. Çocuklar okula bile o saatte gitmezken nasıl havuza eğlenmeye giderler siz bos saatleriniz doldurup yanılttınız, çocuklar heves ettiği için mecbur gönderdim ama yakışmadı Pursaklar'a yakışmadı",Belediye Hizmetleri,3
Pursaklar Belediyesi Kütüphanenin Yetersiz İnterneti Pursaklar Halk kütüphanesine ders çalışmaya gidiyorum ama internet çok kötü hiç kullanılmıyor. Ne araştırma yapabiliyorum ne de ders videosu izleyemiyorum. Bir an önce sorunun giderilmesini istiyorum. Ayrıca bir tane sıcak su ya da kahve alacağımız otomat yok. Koskoca kütüphanede böyle basit şeylerin bile olmaması gerçekten üzücü. Bir çare bulunursa çok mutlu oluruz. İlgilenirseniz şimdiden teşekkürler...,Belediye Hizmetleri,2
Pursaklar Belediyesi Aile Yaşam Merkezinde Sorumsuzluk! 27 Nisan'da Aile yaşam merkezinde ramazan programı yapıldı hiçbir düzen program akışı yoktu programa katılacak olan öğrenciler mağdur edildi şehidimiz var denildi ama yine hiçbir şeyden vazgeçilmedi keman ve bağlama çalacak öğrencileri gecenin sonuna attılar herkes gittikten sonra hocalarım zoruyla sahneye aldılar oysa öğrenciler haftalardır sahneye çıkacaksın denilerek yanıltıldı insanları yanıltıp sadece kendi çıkarlarınızın doğrultusunda davranmanız gerekmez hakkımız helal değildir orası sadece orada çalışanların malı değil orası halkın yararlanacağı bir yerdir.,Belediye Hizmetleri,3
Pursaklar Belediyesi Zamanında Bilgilendirme Yapılmaması Aile yaşam merkezi binasında ramazan etkinliği yapıldıktan sonra binada genel temizlik yapılacağı için sabah erken saatte olan kurs için gittiğimizde kapıdan döndürüldük. Kurs hocalarının bilgilendirilmesi çok zor olmasa gerek. Onlarda kursiyerlerini bilgilendirirdi. Hani belediyelerimizin misyonu halka hizmet mübarek ramazan ve kadir gecesi günü eziyet değil ya.,Belediye Hizmetleri,1
Pursaklar Belediyesi Tozdan Bıktık Usandık Pursaklar'da oturuyorum camlarımızı açamıyoruz tozdan canımızdan bezdirdi 6 aydır perişan ettiler bizi ya her gün sulayın ya da asfalt dökün göçmen evleri pazar yeri gelin görün artık bıktık canımızdan bezdik buna bir çare istiyoruz lütfen bizi kurtarın artık bu dertten.,Çevre ve Temizlik,1
Pursaklar Belediyesi Verilen Söz Unutuldu :) Başkanımız verdiği sözü unuttu sanırım Ankaragücü - Adanaspor maçının skor tahmini doğru yapanlara forma hediye edecekti bende doğru tahmin edenlerdenim fakat bir gelişme göremedim. Gerek Twitter gerek mesaj olarak ulaşmaya çalıştım ama bir dönüş olmadı Verilen Söz Tutulmalı,Belediye Hizmetleri,3
Pursaklar Belediyesi Faiz Ücreti Tarafıma İadesi Ankara ili Pursaklar ilçesinden daire almıştım. Belediye emlak vergisini ödemeyi unuttum. Evime ihtarname geldi. Aradım yetkili kişi ile görüştüm 369 TL ödemem gereken emlak vergisini 411 TL ödedim. Faiz işletmişler. Almış olduğunuz o fazla faiz parasının ödemesini tarafıma iade edilmesini istiyorum.,Belediye Hizmetleri,2
"Pursaklar Belediyesi Çocuklara Sorun Yaşatan Görevli Pursaklar belediyesinin Ramazan ayında aile yaşam merkezine çocukların eğlenmesi için açılmış olan sihirli kumlar bölümüne 3 yaşındaki kızım alınmadı gerekçe olarak da 4 yaş altı almadıklarını ve çocukların idrar kaçırmaları olduğu için pislik temizlemek zorunda kaldıklarını belirttiler, benim kızım bez kullanıyor üstelik yaş olarak kızımdan daha küçük çocuklar vardı oyun alanında ve daha önceki günlerde götürdüğümüzde sorunsuz aldıkları çocuğumu hüngür hüngür ağlattılar gerekli kişiler hakkında şikayette bulunuyorum gereğinin yapılmasını rica ediyorum.",Belediye Hizmetleri,1
Pursaklar Belediyesi Kütüphanede Sessizlik Yok Pursaklar Halk kütüphanesine ders çalışmaya gidiyorum çok fazla ses var görevliler kitap taşırken ses yapıyorlar. Kütüphaneden çok her şeye benziyor burası WC ler temiz değil görevlilere söylüyorum sesiz olur. musunuz. Vesaire diye tersliyorlar şaka gibi gerçekten her gittiğimde ses oluyor. Bu durumun çözülmesi şart kimsenin bir şey yaptığı yok,Belediye Hizmetleri,2
Pursaklar Belediyesi Pislik İçinde Pursaklar Belediyesi kadar pis bir belediye görmedim. İnanın 3 ayrı semtte oturdum belediye olarak bu kadarına hiç rastlamadım. Yollar sokaklar pislik içinde. Köyden bozma gibi çamurlu yollar boş arazilere herkes bir şey ekebiliyor görüntü kirliliği hat Safa'da.,Çevre ve Temizlik,1
"Pursaklar Belediyesi Çamurlu Bozuk Yol! Pursaklar Belediyesi'ne bağlı sirkeli Yeşilova Mahallesi küme evleri yolumuz yıllardır bu şekilde bozuk ve çamurlu hiçbir şekilde araç giriş çıkışı yapılamıyor. Bir çok yetkililere başvurduk, ama halen bir sonuç alamadık. Yıllardır çekiyoruz 2 kamyon mıcır dökemediler.",Altyapı ve İmar,3
"Pursaklar Belediyesi  ASKİ İlgisizlik, Vatandaşa Duyarsızlık! Su abonesiyim 13 yıldır bugün gittiğimde nakil için enteresan bir olay yaşadım birincisi 70 TL sayaç bedeli iadeniz var denildi ikincisi ise dahada komik 280 TL abone ücretiniz var dedi dedim nasıl oluyor bu olay. 13 sene önce 27 TL'ye abone olmuşsun paranın değeri bu kadar dediler, güldüm çok saçma geldi. kardeşim sonuçta o zamanki abone fiyatı o idi bu senede bu demek ki param değer kazanmış derdimi anlatamadım gişeye adamların umurumda değilsin ,çünkü resmi kurum burası 3 üncü şikayetim ise daire aldığım vatandaşın su borcu varmış banane tapu ile gelmişim sana ev benim evim bana abone olamazsın ya o adam parayı ödeyecek ya da sen demezler mi dedim. şaka mısınız siz ya ev benim evim elimde tapum var. bir insan bu kadar sabrı sınanmaz kavga etsek arsız oluruz,üzerine suç alırım görev başındaki memura hakaret kavga diye boynumu eğip çıktım hakkımı burda arayım dedim bende",Belediye Hizmetleri,3
Pursaklar Belediyesi Pursaklar Devlet Hastanesi Pursaklar devlet Hastanesi yanına ya da yakınına akşam nöbetçi eczane koyulmuyor akşamları 1 tane eczane nöbetçi oluyor. Kim bilir nerede gidiyorsun hastaneye bir iğne için bir tane oda açılmış bir dünya kuyruk eczane kim bilir nerede gidiyorsun orada bir saat bu kış gününde dışarıda bekliyorsun sırayı yazık günah dışarıda beklerken hasta olur. İnsan zaten soğukta,Ulaşım ve Trafik,3
"Pursaklar Belediyesi Kütüphane Değil Sanki Bir kutup Hane Pursaklar ilçe halk kütüphanesi ders çalışmak için gerçekten çok soğuk. Geçenlerde bir gün kütüphaneden çıkıp karşı taraftan kazak alıp geri dönmek zorunda kalmıştım. Kaloriferleri açmışlardır diyerek bu hafta tekrar geldim ancak değişen bir şey yok, şu an montumla oturuyorum. Kütüphanenin dışarısıyla içerisi arasındaki tek fark içeride rüzgar esmemesi.",Belediye Hizmetleri,2
Pursaklar Belediyesinin Hizmeti Ankara Pursaklar Saray da oturuyorum belediyenin yaptığı tavuskuşu parkından çok rahatsızız. Gece gündüz sürekli bağırıyorlar zamanla alışırız diye düşündük ama nafile. Geceleri sesten uyku uyuyamıyorum ayrıca sırf insanlar gelip izlesin diye tellerle kapalı yerde durmaları beni çok üzüyor,Belediye Hizmetleri,1
Pursaklar Belediyesi Temizlik İşleri Müdürlüğü Pursaklar Belediyesi temizlik işleri müdürlüğü her yer çöp kokuyor hiç temizlik yapılmıyor. Her yer sinek kimse müdahale etmiyor geceleri çok sesli konuşuyorlar. Çöp kokusundan duramıyoruz müdahale edilmesini arz ederim. Bir an önce çöp kokusundan kurtulmak istiyoruz,Çevre ve Temizlik,3
Pursaklar Belediyesi  EGO Son Durak Üstü Yolunda Oluşan Çukur! Pursaklar EGO son durağı üstünde her yağışta açılan ve iyice büyümekte olan çukurun lütfen bir an önce yapılmasını rica ediyorum Şehit Salim Akgül Caddesi Seçkin Sokak birleşim yerinde 153 Mavi masa bildirim yaptım ama kimse önemsemedi.,Ulaşım ve Trafik,3
"Pursaklar Belediyesi Pursaklar Halk Kütüphanesi Pursaklar Halk kütüphanesine ders çalışmaya gidiyorum ama internette sürekli olarak bir kopukluk yaşanıyor, bu duruma umarım en yakın sürede bir çare bulunur. Gerçekten çok sinir bozucu. Ve masalar hiç temizleniyor hep silgi tozu. Okuma kitaplarında da çeşitlilik çok az.",Belediye Hizmetleri,1
Pursaklar Belediyesi Pursaklar Belediyesinden Her Gün Mesaj Geliyor! Pursaklar Belediyesi her gün mesaj gönderiyor! Numaramı. Nereden aldıklarını bilmiyorum. Pursaklar'da oturmuyorum. Pursaklar'da herhangi bir isim yok. Bana her gün mesaj atılmasından bıktım usandım. Numara olmadığı için gelen mesajı da engelleyemiyorum. Buna acil çözüm bulun lütfen!,Belediye Hizmetleri,1
Pursaklar Belediyesi Her Yerde Çöp Var Pursaklar Belediyesi Yunusemre Mahallesi sağlam sokakta rüzgarın sürüklediği çöpler yetmezmiş gibi bir de kuş besleyenler etrafı çöpler içinde bıraktı. Manzara berbat lütfen bir kere temizlensin artık. Belediye ekiplerinden ricamız bu konuda bizim mahalleye de uğrayıp gereğini yapmaları.,Çevre ve Temizlik,3
Pursaklar Belediyesi Veterinerinden Memnun Değilim Pursaklar Belediyesi ahlaktan terbiyeden uzak emine adında bir veteriner ile çalışıyor bu durum artık rahatsız etmeye başladı yapmadığı şey kalmadı... Sözde hayvansever bir gram ne sevgisi ne saygısı var çok yazık.,Belediye Hizmetleri,3
Pursaklar Belediyesi Elektrik Kesintisi Yıldırdı Pursaklar'da ki elektrik kesintilerinden yıldım artık tüm elektrikli cihazlarım bozulacak bu yüzden tabi tüm işlerimin bu yüzden yarım kalması da cabası (fırın çamaşır örn) Artık bir çözüm bulun diğer semtler gibi olmasını isterim. Sayın belediye başkanım lütfen,Altyapı ve İmar,2
Pursaklar Belediyesi Saldırgan Sokak Köpekleri Ankara Pursaklar sokak köpeklerinden şikayetçiyiz Mimar Sinan Mahallesi ballı baba sokak özlem Sıla sitesi içerisinde sitenin içerisi köpek kaynıyor 15 20 tane artık dayanılmayacak bir hal aldık herkese saldırıyorlar bakkalımıza dahi gidemiyoruz. CİMER'den 3 tane şikayetim var Pursaklar belediyesine 2 3 defa şikayette bulunduk. Canımıza zarar gelmeden sesimiz olun lütfen köpekler alınıp tekrar bırakılıyor. Alındığında boş bir araziye bırakılsın lütfen artık tek çaremiz basın oldu başını çağırmayı düşünüyoruz.,Sokak Hayvanları Tehditi,3
Sincan Belediyesi Yenikent Başıboş Köpekler Sincan Yenikent Fevzi Çakmak mah. M** sokak ile 1**. Sk kesişiminde bulunan boş araziye bırakılan epeyce büyük tahtadan yapılmış köpek kulübesi okul güzergahında bulunmakta ve başıboş köpeklerin burada toplanmasına neden olmaktadır. Çocuklarımız için büyük tehlike arz etmektedir. Bu kulübenin acilen kaldırılmasını ayrıca başıboş köpeklere Sincan Belediyesi'nin ivedilikle çözüme kavuşturmasını talep ediyorum. Son zamanlarda yaşanan olaylar da göz önünde bulundurularak ivedilikle çözüm bekliyoruz.,Sokak Hayvanları Tehditi,3
"Sincan Belediyesi Sincan Bebek Kütüphanesi Personelinin Üslup Sorunu Sincan Bebek Kütüphanesi çalışanlarının nezaketten uzak, asık surat ve kaba üsluplarıyla çalışmalarından aşırı rahatsızım. Hepsi için geçerli değil tabii ama çoğu öyle. Böyle bir yerde çalışan personelin özellikle güler yüz ve güzel bir iletişim becerisine sahip olması gerektiğini düşünüyorum. Keşke çalışanları biraz daha özenle seçseler. Güzel ülkemde her şey bildiğimiz gibi ilerliyor işte.",Belediye Hizmetleri,1
